State,County,Population,MenPopulation,WomenPopulation,VotingAgeCitizen,Income,IncomePerCapita,PovertyRate,ChildPovertyRate,EmployedPopulation,UnemployedPopulation,EmploymentRate,UnemploymentRate
Nebraska,Garden County,1913,960,953,1502,48125,35602,11.7,10.5,921,21,61.3,1.4
Nebraska,Garfield County,1958,970,988,1572,46509,25856,7.2,5.3,1006,30,64.0,1.9
Nebraska,Gosper County,2019,988,1031,1621,61769,31901,5.7,10.1,1129,75,69.6,4.6
Nebraska,Grant County,682,346,336,526,45833,22693,21.1,33.8,338,24,64.3,4.5
Nebraska,Greeley County,2436,1203,1233,1844,47218,25544,9.8,14.3,1183,31,64.2,1.7
Nebraska,Hall County,61233,30843,30390,39027,53807,26419,13.5,20.5,31740,2107,81.3,5.4
Nebraska,Hamilton County,9149,4566,4583,6904,61944,31989,7.2,12.3,4856,138,70.3,2.0
Nebraska,Harlan County,3469,1811,1658,2681,46750,26375,12.9,19.9,1613,54,60.2,2.0
Nebraska,Hayes County,957,494,463,743,44946,27183,9.0,5.2,502,12,67.6,1.6
Nebraska,Hitchcock County,2860,1423,1437,2208,41582,25290,14.2,22.0,1349,68,61.1,3.1
Nebraska,Holt County,10293,5157,5136,7758,52050,27858,8.9,8.0,5662,85,73.0,1.1
Nebraska,Hooker County,684,315,369,578,41607,27714,17.4,24.3,304,6,52.6,1.0
Nebraska,Howard County,6385,3212,3173,4798,53648,26734,10.2,14.0,3307,192,68.9,4.0
Nebraska,Jefferson County,7276,3511,3765,5630,46576,26859,10.6,13.6,3694,118,65.6,2.1
Nebraska,Johnson County,5200,3087,2113,4090,49564,22398,10.1,10.3,1998,90,48.9,2.2
Nebraska,Kearney County,6547,3229,3318,4849,53207,31234,9.4,14.5,3470,165,71.6,3.4
Nebraska,Keith County,8129,4121,4008,6412,45078,27890,13.1,20.9,4103,180,64.0,2.8
Nebraska,Keya Paha County,720,368,352,575,48864,28981,7.7,13.3,428,7,74.4,1.2
Nebraska,Kimball County,3688,1840,1848,2820,43017,24011,11.4,9.5,1738,169,61.6,6.0
Nebraska,Knox County,8496,4147,4349,6426,48072,27283,12.3,18.5,4271,199,66.5,3.1
Nebraska,Lancaster County,306357,153788,152569,224251,55747,29901,14.0,15.6,166689,8746,74.3,3.9
Nebraska,Lincoln County,35569,17490,18079,26749,55875,29687,12.6,18.4,17442,722,65.2,2.7
Nebraska,Logan County,919,471,448,644,50278,24624,9.7,12.2,450,7,69.9,1.1
Nebraska,Loup County,537,260,277,433,58625,29248,8.9,9.6,295,3,68.1,0.7
Nebraska,McPherson County,432,221,211,335,60714,27241,16.0,21.6,225,110,67.2,32.8
Nebraska,Madison County,35062,17437,17625,24779,49865,26093,16.0,21.9,18419,793,74.3,3.2
Nebraska,Merrick County,7829,3898,3931,5960,53536,27223,10.0,11.1,4194,197,70.4,3.3
Nebraska,Morrill County,4903,2460,2443,3565,44201,25120,9.4,11.4,2417,132,67.8,3.7
Nebraska,Nance County,3569,1764,1805,2733,45428,26852,11.7,9.1,1792,55,65.6,2.0
Nebraska,Nemaha County,7041,3476,3565,5528,55536,28572,11.5,11.5,3444,315,62.3,5.7
Nebraska,Nuckolls County,4318,2163,2155,3387,42055,24426,10.8,16.0,2224,58,65.7,1.7
Nebraska,Otoe County,15875,7783,8092,11638,54605,28567,10.0,16.2,8201,349,70.5,3.0
Nebraska,Pawnee County,2704,1317,1387,2128,42176,27196,20.5,35.7,1205,57,56.6,2.7
Nebraska,Perkins County,2904,1474,1430,2197,58125,30923,4.8,4.9,1464,24,66.6,1.1
Nebraska,Phelps County,9163,4603,4560,6795,56408,30166,7.1,6.9,4780,48,70.3,0.7
Nebraska,Pierce County,7175,3598,3577,5374,55417,28766,6.8,7.1,3706,204,69.0,3.8
Nebraska,Platte County,32875,16662,16213,22577,58679,28187,8.6,11.1,17730,881,78.5,3.9
Nebraska,Polk County,5244,2578,2666,3942,63667,32424,7.6,8.7,2732,181,69.3,4.6
Nebraska,Red Willow County,10870,5552,5318,8320,42882,25006,11.7,17.3,5598,408,67.3,4.9
Nebraska,Richardson County,8045,4036,4009,6339,46839,28109,16.3,29.1,3954,254,62.4,4.0
Nebraska,Rock County,1381,690,691,1151,52361,33867,9.7,7.0,760,16,66.0,1.4
Nebraska,Saline County,14325,7320,7005,9664,50932,22324,11.6,12.9,7053,271,73.0,2.8
Nebraska,Sarpy County,175188,87568,87620,121810,75752,33103,5.3,5.9,91916,4020,75.5,3.3
Nebraska,Saunders County,20953,10546,10407,15594,65015,31163,9.0,14.4,11034,343,70.8,2.2
Nebraska,Scotts Bluff County,36509,17659,18850,26488,47975,26532,13.2,19.4,17568,1377,66.3,5.2
Nebraska,Seward County,17045,8582,8463,12878,63095,29398,9.2,9.7,8759,322,68.0,2.5
Nebraska,Sheridan County,5241,2604,2637,4054,41209,25817,15.8,27.5,2619,61,64.6,1.5
Nebraska,Sherman County,3048,1518,1530,2388,48704,27983,10.7,18.1,1515,41,63.4,1.7
Nebraska,Sioux County,1256,647,609,998,45375,26852,12.4,18.7,660,338,66.1,33.9
Nebraska,Stanton County,6020,3013,3007,4411,57534,29517,9.5,6.6,3207,137,72.7,3.1
Nebraska,Thayer County,5133,2547,2586,4019,48151,31129,10.9,17.4,2560,48,63.7,1.2
Nebraska,Thomas County,643,344,299,511,53173,29243,12.4,18.9,364,10,71.2,1.9
Nebraska,Thurston County,7055,3502,3553,4441,44701,19380,30.5,41.3,2589,684,58.3,15.4
Nebraska,Valley County,4252,2111,2141,3312,50270,27271,11.5,10.6,2349,50,70.9,1.5
Nebraska,Washington County,20414,10118,10296,15268,66485,33136,9.8,14.7,10805,260,70.8,1.7
Nebraska,Wayne County,9409,4772,4637,7439,58093,27292,13.5,8.0,5224,149,70.2,2.0
Nebraska,Webster County,3597,1774,1823,2772,43831,26136,11.3,15.5,1764,58,63.6,2.1
Nebraska,Wheeler County,846,444,402,686,49706,28257,2.6,3.2,494,3,72.0,0.4
Nebraska,York County,13832,6795,7037,10561,59966,28298,9.7,12.9,7132,253,67.5,2.4
Nevada,Churchill County,24022,12177,11845,17384,46914,25211,13.8,15.3,9228,1356,53.1,7.8
Nevada,Clark County,2112436,1056002,1056434,1384810,54882,27719,14.6,21.2,982033,114939,70.9,8.3
Nevada,Douglas County,47632,24047,23585,37474,61176,35727,9.8,13.5,20744,2323,55.4,6.2
Nevada,Elko County,52377,27185,25192,35352,76178,32498,11.5,16.2,26482,1555,74.9,4.4
Nevada,Esmeralda County,1102,485,617,807,39405,23755,6.8,8.9,449,31,55.6,3.9
Nevada,Eureka County,1728,849,879,1306,67159,35606,10.0,0.0,904,402,69.2,30.8
Nevada,Humboldt County,17088,8879,8209,11405,69324,29215,9.1,9.7,8394,833,73.6,7.3
Nevada,Lander County,5887,3276,2611,3910,79865,30256,13.2,22.3,2683,297,68.6,7.6
Nevada,Lincoln County,5203,2780,2423,4157,52971,27218,12.1,25.2,1793,387,43.1,9.3
Nevada,Lyon County,52303,26400,25903,38606,50920,25063,13.7,18.3,20991,3783,54.4,9.8
Nevada,Mineral County,4471,2165,2306,3392,39375,22791,20.3,41.4,1685,699,49.7,20.6
Nevada,Nye County,43296,21789,21507,34245,44225,23740,17.3,26.7,14551,3904,42.5,11.4
Nevada,Pershing County,6661,4337,2324,5112,52308,19201,15.0,22.8,2211,215,43.3,4.2
Nevada,Storey County,3891,1894,1997,3366,63607,36388,7.7,16.4,1768,141,52.5,4.2
Nevada,Washoe County,445551,224212,221339,315259,58595,31879,13.3,16.9,219548,21438,69.6,6.8
Nevada,White Pine County,9858,5820,4038,7475,60358,25350,13.0,21.3,3567,463,47.7,6.2
Nevada,Carson City,54219,27794,26425,39650,49341,28044,14.7,22.8,24327,3053,61.4,7.7
New Hampshire,Belknap County,60383,29705,30678,48302,65834,33849,9.1,14.0,30674,2367,63.5,4.9
New Hampshire,Carroll County,47524,23734,23790,39147,58139,35646,9.2,11.5,23324,1840,59.6,4.7
New Hampshire,Cheshire County,76109,37199,38910,61273,60148,32072,10.2,13.2,40037,2757,65.3,4.5
New Hampshire,Coos County,32119,16923,15196,26377,45386,25895,13.3,19.4,14728,1609,55.8,6.1
New Hampshire,Grafton County,89280,43952,45328,71329,61036,35255,10.9,14.5,45847,2853,64.3,4.0
New Hampshire,Hillsborough County,406371,201775,204596,303819,75777,37622,8.6,10.9,219781,14583,72.3,4.8
New Hampshire,Merrimack County,147958,72864,75094,115569,69856,34475,7.7,9.1,77527,4623,67.1,4.0
New Hampshire,Rockingham County,302479,149778,152701,235982,85619,43474,4.8,5.7,170757,10147,72.4,4.3
New Hampshire,Strafford County,126552,61938,64614,98519,67805,32540,9.5,9.3,69103,4335,70.1,4.4
New Hampshire,Sullivan County,43073,21263,21810,34368,59419,31301,9.4,12.3,21646,1272,63.0,3.7
New Jersey,Atlantic County,272926,132171,140755,195390,57514,29941,15.3,24.4,127737,21298,65.4,10.9
New Jersey,Bergen County,937920,454204,483716,637924,91572,46601,7.2,8.5,473672,33172,74.3,5.2
New Jersey,Burlington County,449192,220995,228197,338998,82839,39528,6.4,8.9,223990,23391,66.1,6.9
New Jersey,Camden County,510996,246942,264054,371154,65037,32931,13.1,19.3,248241,29321,66.9,7.9
New Jersey,Cape May County,94549,46158,48391,75563,62332,36256,10.6,14.5,42170,6347,55.8,8.4
New Jersey,Cumberland County,154952,79550,75402,107876,50000,23012,18.8,27.9,62714,9709,58.1,9.0
New Jersey,Essex County,800401,384515,415886,521054,57365,35133,16.7,23.3,371793,54190,71.4,10.4
New Jersey,Gloucester County,291372,141589,149783,219949,81489,36205,7.9,10.4,145749,16276,66.3,7.4
New Jersey,Hudson County,679756,337345,342411,398510,62681,35910,17.1,25.8,354105,28294,88.9,7.1
New Jersey,Hunterdon County,125717,62901,62816,95691,110969,54200,4.5,4.9,66382,4210,69.4,4.4
New Jersey,Mercer County,373362,182693,190669,251832,77027,40064,11.3,15.5,181602,18887,72.1,7.5
New Jersey,Middlesex County,837288,412127,425161,540851,83133,36558,8.6,11.0,408838,34614,75.6,6.4
New Jersey,Monmouth County,627551,305192,322359,457219,91807,46736,7.6,9.9,314470,27433,68.8,6.0
New Jersey,Morris County,498847,244480,254367,354414,107034,53491,4.6,4.8,262461,18430,74.1,5.2
New Jersey,Ocean County,589699,283959,305740,431866,65771,33312,10.9,18.7,253628,28935,58.7,6.7
New Jersey,Passaic County,510563,248308,262255,327162,63339,29393,17.0,26.3,238552,19630,72.9,6.0
New Jersey,Salem County,63776,31105,32671,47932,63934,31681,14.2,26.2,29365,3835,61.3,8.0
New Jersey,Somerset County,333316,162775,170541,225857,106046,51923,4.8,4.9,174463,11067,77.2,4.9
New Jersey,Sussex County,143570,71475,72095,110077,89238,41272,5.3,6.3,75370,7045,68.5,6.4
New Jersey,Union County,557320,271607,285713,352205,73376,38163,10.3,14.4,278003,26063,78.9,7.4
New Jersey,Warren County,107088,52230,54858,80808,75500,37001,8.2,12.3,54719,5980,67.7,7.4
New Mexico,Bernalillo County,674855,330743,344112,483669,50386,28340,18.0,25.5,313658,32406,64.8,6.7
New Mexico,Catron County,3547,1861,1686,3023,42047,22487,21.5,33.1,919,2104,30.4,69.6
New Mexico,Chaves County,65454,32536,32918,43143,42177,21177,21.2,30.9,26659,2718,61.8,6.3
New Mexico,Cibola County,27049,13678,13371,19394,36089,17768,28.5,40.2,9600,3103,49.5,16.0
New Mexico,Colfax County,12522,6317,6205,9964,33042,21785,23.5,35.0,4663,996,46.8,10.0
New Mexico,Curry County,50283,26139,24144,34060,41941,22628,22.5,34.2,20509,2657,60.2,7.8
New Mexico,De Baca County,2016,926,1090,1497,31439,24571,22.7,22.4,675,99,45.1,6.6
New Mexico,Doña Ana County,213849,105094,108755,138062,39114,21050,27.9,41.0,88633,12840,64.2,9.3
New Mexico,Eddy County,56793,28792,28001,39729,60703,28419,14.6,20.3,26191,2026,65.9,5.1
New Mexico,Grant County,28382,13940,14442,22051,40470,23898,22.0,32.0,10647,1786,48.3,8.1
New Mexico,Guadalupe County,4426,2645,1781,3575,26060,18086,13.0,19.8,1374,54,38.4,1.5
New Mexico,Harding County,546,291,255,445,35096,30782,19.8,30.7,201,29,45.2,6.5
New Mexico,Hidalgo County,4446,2179,2267,3247,31829,18338,26.0,37.7,1614,292,49.7,9.0
New Mexico,Lea County,69505,35804,33701,40774,59285,24507,16.1,22.3,28672,2528,70.3,6.2
New Mexico,Lincoln County,19497,9399,10098,15034,42145,26820,15.4,17.5,7057,782,46.9,5.2
New Mexico,Los Alamos County,18031,9135,8896,13223,110190,52125,5.1,5.4,9122,489,69.0,3.7
New Mexico,Luna County,24319,12057,12262,14774,27602,16622,31.8,42.5,7895,1684,53.4,11.4
New Mexico,McKinley County,72849,35209,37640,50540,30336,14077,37.5,45.7,23207,8137,45.9,16.1
New Mexico,Mora County,4605,2286,2319,3764,26644,16019,20.3,29.7,1245,309,33.1,8.2
New Mexico,Otero County,65130,33478,31652,44487,43533,21876,21.4,32.5,23707,4137,53.3,9.3
New Mexico,Quay County,8447,4057,4390,6454,26663,18220,21.6,37.2,3015,258,46.7,4.0
New Mexico,Rio Arriba County,39455,19338,20117,29026,33422,19602,26.4,33.2,13786,2583,47.5,8.9
New Mexico,Roosevelt County,19313,9665,9648,13132,35928,18954,27.5,37.8,7650,1405,58.3,10.7
New Mexico,Sandoval County,138815,67939,70876,102231,60345,27406,14.7,19.4,59556,8178,58.3,8.0
New Mexico,San Juan County,128221,63529,64692,89913,49686,22665,20.8,27.4,51379,8632,57.1,9.6
New Mexico,San Miguel County,28203,14114,14089,21877,29168,18012,30.9,39.8,9230,1159,42.2,5.3
New Mexico,Santa Fe County,147514,71878,75636,108682,57945,35801,14.4,22.0,69630,5978,64.1,5.5
New Mexico,Sierra County,11254,5513,5741,9158,29690,22749,21.2,33.4,3740,1044,40.8,11.4
New Mexico,Socorro County,17098,9066,8032,12467,34008,17017,26.6,35.8,5856,524,47.0,4.2
New Mexico,Taos County,32809,16054,16755,25642,35314,23229,21.3,28.0,13739,2487,53.6,9.7
New Mexico,Torrance County,15534,8126,7408,11630,35543,19129,27.1,32.0,5326,907,45.8,7.8
New Mexico,Union County,4216,2285,1931,3138,38240,23180,14.2,26.2,1535,78,48.9,2.5
New Mexico,Valencia County,75845,38013,37832,53864,43428,20572,22.0,29.1,28511,4902,52.9,9.1
New York,Albany County,308580,149287,159293,238354,62293,35278,12.4,15.0,158961,12633,66.7,5.3
New York,Allegany County,47400,24013,23387,37152,45359,22377,16.5,25.7,20132,2712,54.2,7.3
New York,Bronx County,1455846,685636,770210,849295,36593,19721,29.7,41.8,593858,98518,69.9,11.6
New York,Broome County,196124,96409,99715,152197,49064,26790,17.1,23.0,87365,10958,57.4,7.2
New York,Cattaraugus County,78175,38739,39436,59928,45571,23984,16.9,23.8,33732,4195,56.3,7.0
New York,Cayuga County,78319,40132,38187,61737,54664,27957,11.6,17.2,37196,3642,60.2,5.9
New York,Chautauqua County,130846,64652,66194,102307,44304,23962,18.5,28.6,56416,7878,55.1,7.7
New York,Chemung County,86883,43018,43865,67014,51251,27209,15.8,22.8,37726,3552,56.3,5.3
New York,Chenango County,48763,24382,24381,38105,48567,25233,14.5,18.9,21665,2553,56.9,6.7
New York,Clinton County,81224,41648,39576,64719,52759,25833,15.7,20.0,36091,3754,55.8,5.8
New York,Columbia County,61481,30856,30625,48452,61093,34737,11.4,14.8,30164,2423,62.3,5.0
New York,Cortland County,48334,23443,24891,38545,52451,26271,14.7,16.7,24251,1889,62.9,4.9
New York,Delaware County,45950,23118,22832,37003,47921,26016,16.5,30.7,19919,2627,53.8,7.1
New York,Dutchess County,295685,146993,148692,224637,75585,36704,9.1,11.8,144934,15051,64.5,6.7
New York,Erie County,923995,447024,476971,707344,54006,31083,14.9,22.5,448392,38904,63.4,5.5
New York,Essex County,38233,19936,18297,31193,55294,29008,8.9,11.2,17544,2090,56.2,6.7
New York,Franklin County,51054,27928,23126,40289,50733,24294,19.4,27.0,19960,3304,49.5,8.2
New York,Fulton County,53955,26899,27056,42521,48033,26298,16.0,23.4,24239,3232,57.0,7.6
New York,Genesee County,58537,29199,29338,45954,54033,27499,12.8,20.1,29386,2344,63.9,5.1
New York,Greene County,47791,24875,22916,38522,53214,27402,12.4,17.1,20009,2388,51.9,6.2
New York,Hamilton County,4646,2387,2259,3978,55587,24891,9.7,12.5,1991,446,50.1,11.2
New York,Herkimer County,62943,31103,31840,49276,49077,24932,14.9,23.1,28650,4041,58.1,8.2
New York,Jefferson County,116567,61385,55182,86271,50322,24717,14.8,21.1,44883,6902,52.0,8.0
New York,Kings County,2635121,1247773,1387348,1657808,52782,29928,21.9,30.4,1217976,134282,73.5,8.1
New York,Lewis County,26845,13525,13320,20343,51475,25779,14.2,23.7,11838,1546,58.2,7.6
New York,Livingston County,64373,32269,32104,51422,53654,25882,14.6,18.1,29390,2468,57.2,4.8
New York,Madison County,71760,35413,36347,56718,58365,28010,11.1,14.6,33640,2496,59.3,4.4
New York,Monroe County,748680,361649,387031,564372,55272,31291,14.8,22.3,367859,37249,65.2,6.6
New York,Montgomery County,49500,24352,25148,37615,47449,25307,19.6,29.6,21956,2746,58.4,7.3
New York,Nassau County,1363069,661718,701351,960860,105744,46839,5.9,7.6,682063,47082,71.0,4.9
New York,New York County,1653877,782142,871735,1183958,79781,69529,17.3,23.1,906389,73405,76.6,6.2
New York,Niagara County,212675,103592,109083,166384,51656,28395,13.4,18.8,100990,10316,60.7,6.2
New York,Oneida County,232324,115854,116470,176028,51316,27283,16.6,26.2,102889,10562,58.5,6.0
New York,Onondaga County,467669,225685,241984,351788,57271,31436,14.9,21.6,223207,22514,63.4,6.4
New York,Ontario County,109491,53712,55779,84938,61710,33685,9.7,12.9,54398,3992,64.0,4.7
New York,Orange County,378174,189437,188737,264798,75146,32616,12.2,19.9,174770,14829,66.0,5.6
New York,Orleans County,41584,20662,20922,32452,49223,23929,15.9,24.9,17976,2109,55.4,6.5
New York,Oswego County,119833,60028,59805,93177,51755,25791,18.3,28.8,53211,8013,57.1,8.6
New York,Otsego County,60750,29341,31409,49953,51254,26688,16.1,19.5,28545,3347,57.1,6.7
New York,Putnam County,99464,49485,49979,73842,99608,44063,4.8,4.0,51775,3914,70.1,5.3
New York,Queens County,2339280,1134031,1205249,1413921,62008,28814,13.7,18.2,1142363,97561,80.8,6.9
New York,Rensselaer County,159800,78800,81000,124423,63166,33067,12.6,19.7,80468,7217,64.7,5.8
New York,Richmond County,475948,230325,245623,336177,76244,33922,12.9,17.9,212253,18490,63.1,5.5
New York,Rockland County,325027,159227,165800,207456,88571,36898,14.2,24.4,149868,13070,72.2,6.3
New York,St. Lawrence County,110817,56381,54436,85770,48330,23554,19.4,29.0,44013,7548,51.3,8.8
New York,Saratoga County,226632,111991,114641,174237,77548,39653,6.6,7.7,117053,8015,67.2,4.6
New York,Schenectady County,155239,75537,79702,116371,61315,29981,12.4,19.7,73044,8495,62.8,7.3
New York,Schoharie County,31611,15700,15911,25591,51842,26953,13.9,18.9,14198,1919,55.5,7.5
New York,Schuyler County,18112,9076,9036,14402,47810,25285,15.3,20.5,8224,1037,57.1,7.2
New York,Seneca County,34843,18308,16535,27600,51601,26541,11.8,14.2,15488,1352,56.1,4.9
New York,Steuben County,97539,48550,48989,74719,50157,27731,14.5,21.2,43232,5230,57.9,7.0
New York,Suffolk County,1497595,737373,760222,1067524,92838,40277,7.2,9.4,744660,57646,69.8,5.4
New York,Sullivan County,75783,38941,36842,56410,53877,28224,15.9,23.4,32610,5246,57.8,9.3
New York,Tioga County,49322,24340,24982,38373,57153,30252,11.2,15.2,23012,2494,60.0,6.5
New York,Tompkins County,104415,51397,53018,80091,56200,29759,20.4,16.7,50390,3844,62.9,4.8
New York,Ulster County,180129,89377,90752,141212,61652,32453,13.2,15.9,86552,10026,61.3,7.1
New York,Warren County,64701,31717,32984,51635,60222,33127,9.9,13.0,32518,2478,63.0,4.8
New York,Washington County,62183,32148,30035,49584,52527,26064,12.8,17.5,28741,3273,58.0,6.6
New York,Wayne County,91442,45218,46224,70737,53693,27318,11.7,16.9,43209,4527,61.1,6.4
New York,Westchester County,975321,471874,503447,642976,89968,52049,9.4,11.7,479696,41793,74.6,6.5
New York,Wyoming County,40886,22032,18854,32303,55459,25635,11.4,17.2,18372,2100,56.9,6.5
New York,Yates County,25083,12069,13014,19160,51758,26608,13.1,18.9,11331,1150,59.1,6.0
North Carolina,Alamance County,157844,75078,82766,113344,44281,25157,17.6,26.1,73906,6801,65.2,6.0
North Carolina,Alexander County,37159,18797,18362,28548,44523,22655,14.7,23.6,16393,1913,57.4,6.7
North Carolina,Alleghany County,10935,5445,5490,8492,38944,21153,21.0,35.2,4447,484,52.4,5.7
North Carolina,Anson County,25531,13361,12170,19852,38123,19105,22.7,29.8,10153,2660,51.1,13.4
North Carolina,Ashe County,26833,13213,13620,21170,40293,23650,19.4,28.0,12174,1334,57.5,6.3
North Carolina,Avery County,17535,9573,7962,14331,37109,21704,14.7,17.0,6778,788,47.3,5.5
North Carolina,Beaufort County,47316,22596,24720,36399,41101,24657,19.1,24.2,19051,3276,52.3,9.0
North Carolina,Bertie County,19913,10057,9856,16080,31287,18319,22.0,35.1,7307,2042,45.4,12.7
North Carolina,Bladen County,34130,16241,17889,25634,32396,20839,24.5,34.9,13263,2025,51.7,7.9
North Carolina,Brunswick County,122586,59412,63174,99492,51164,29707,14.1,23.7,48982,7760,49.2,7.8
North Carolina,Buncombe County,252268,121002,131266,195828,48464,29590,13.2,17.9,123090,9204,62.9,4.7
North Carolina,Burke County,88898,43908,44990,69273,40854,21885,19.3,29.3,37149,6442,53.6,9.3
North Carolina,Cabarrus County,196716,95708,101008,136198,60716,29143,11.5,15.9,95894,9261,70.4,6.8
North Carolina,Caldwell County,81805,40361,41444,63220,40735,21991,16.4,20.8,35011,4994,55.4,7.9
North Carolina,Camden County,10336,5103,5233,7743,68327,27468,9.0,15.4,4528,689,58.5,8.9
North Carolina,Carteret County,68699,33760,34939,54854,51584,30903,12.5,18.0,30098,4388,54.9,8.0
North Carolina,Caswell County,22833,11490,11343,18175,39428,21692,21.3,34.2,9512,1527,52.3,8.4
North Carolina,Catawba County,156182,76437,79745,114417,48649,25960,14.2,20.5,72258,8467,63.2,7.4
North Carolina,Chatham County,68364,33000,35364,50535,59684,36933,13.3,20.8,30832,2830,61.0,5.6
North Carolina,Cherokee County,27463,13483,13980,22344,38115,21152,16.8,24.6,9925,1720,44.4,7.7
North Carolina,Chowan County,14370,6878,7492,11157,41979,23542,22.8,39.7,5439,1328,48.7,11.9
North Carolina,Clay County,10753,5117,5636,8607,37070,25433,17.5,28.0,4275,611,49.7,7.1
North Carolina,Cleveland County,97038,46733,50305,74152,40002,21664,19.9,27.5,40429,7638,54.5,10.3
North Carolina,Columbus County,56589,27882,28707,43007,36261,21849,23.6,35.1,20496,3010,47.7,7.0
North Carolina,Craven County,103374,52488,50886,78048,49391,26830,15.4,25.7,40286,6322,51.6,8.1
North Carolina,Cumberland County,332766,165787,166979,241963,44737,23627,18.2,26.5,123968,24196,51.2,10.0
North Carolina,Currituck County,25247,12522,12725,19425,65758,29340,9.1,9.8,12138,932,62.5,4.8
North Carolina,Dare County,35412,17441,17971,27356,55640,30898,8.9,11.4,18411,1423,67.3,5.2
North Carolina,Davidson County,164118,80121,83997,122515,45806,24231,15.8,22.3,73207,10046,59.8,8.2
North Carolina,Davie County,41766,20394,21372,31612,53493,29234,14.0,21.7,19212,2055,60.8,6.5
North Carolina,Duplin County,59350,29020,30330,38943,36679,18529,26.3,40.6,24678,3622,63.4,9.3
North Carolina,Durham County,300865,143946,156919,208438,56393,33151,16.4,24.5,154374,12089,74.1,5.8
